d1,d2,d3,d4
676.02,25.78,578.74,862.0
227.98,494.25,63.48,350.75
211.14,516.87,41.92,329.85
30.62,687.2,209.52,305.28
167.52,639.38,83.83,216.8
167.64,640.68,85.08,215.59
206.06,522.69,37.05,324.83
37.35,692.2,209.69,298.93
211.3,516.77,41.99,329.92
341.0,854.76,303.48,15.62
189.75,668.25,110.79,182.49
677.11,26.69,579.86,863.12
8.52,659.73,194.51,319.77
678.56,25.61,580.42,863.44
189.5,667.71,110.25,183.04
234.2,500.21,57.66,342.51
679.02,27.32,581.43,864.58
167.09,641.9,86.4,214.75
232.19,507.88,50.5,334.52
331.35,839.11,288.33,5.6
181.35,649.57,92.27,202.01
167.07,639.53,84.07,216.86
326.58,835.43,284.18,4.9
183.32,645.56,88.17,204.87
28.07,685.31,209.61,307.82
157.47,678.94,339.26,477.01
219.8,520.03,37.5,323.91
330.75,840.01,288.93,3.94
224.87,515.67,42.17,327.53
334.31,843.28,292.47,6.79
34.69,691.01,211.24,302.65
260.14,454.94,306.07,557.14
168.92,639.43,83.61,216.16
38.52,694.5,212.71,300.04
225.63,516.54,41.54,326.42
225.32,521.83,36.97,320.75
40.94,691.76,204.45,292.26
327.58,831.98,281.57,10.36
28.3,685.35,209.29,307.35
220.56,505.14,52.78,340.39
332.15,840.5,289.67,5.44
92.86,749.86,280.98,328.84
172.99,638.3,81.83,215.46
31.0,687.27,209.07,304.59
166.91,639.46,84.03,217.0
240.98,516.3,48.2,324.27
332.41,840.19,289.47,6.05
113.41,733.51,204.43,219.95
12.94,666.64,197.17,314.9
193.59,671.75,114.33,178.03
259.45,456.44,306.47,557.0
345.72,856.02,305.62,18.83
13.01,666.71,197.19,314.85
678.93,27.42,581.4,864.57
332.71,843.16,291.99,5.07
232.22,503.77,54.13,339.01
31.1,687.93,210.36,305.46
190.53,670.19,112.73,180.53
97.58,754.28,285.61,330.44
26.73,683.76,208.39,308.17
323.48,833.67,282.0,5.99
341.69,854.56,303.47,15.76
40.86,691.54,204.2,292.2
332.28,839.69,289.03,6.31
675.48,24.36,577.83,861.01
228.36,510.07,47.81,332.91
401.46,939.71,386.73,100.08
261.51,485.24,78.55,354.75
224.89,515.14,42.65,328.1
675.25,24.61,577.75,860.98
206.77,518.11,42.15,329.87
114.32,723.81,191.48,215.02
323.45,827.93,277.24,12.75
343.07,854.0,303.34,16.23
167.74,641.31,85.69,214.98
259.77,456.26,306.73,557.31
224.04,486.4,73.41,361.33
328.38,833.1,282.68,9.62
30.38,686.99,209.47,305.48
331.27,835.28,285.18,9.98
228.6,510.56,47.41,332.33
392.83,936.06,382.05,97.07
165.02,642.66,87.57,215.01
26.79,683.92,208.65,308.32
326.35,830.11,279.73,11.82
265.12,758.09,204.83,83.13
258.82,456.77,305.9,556.37
223.87,518.72,39.25,324.42
215.91,679.39,123.94,164.23
260.16,455.55,306.63,557.46
397.13,938.96,385.28,99.64
29.34,684.23,205.5,303.75
326.92,831.38,280.92,10.57
217.39,521.64,35.82,322.72
229.05,511.71,46.48,330.97
365.58,425.72,411.54,667.56
42.96,690.87,200.98,288.64
231.11,510.27,48.2,332.13
191.5,696.29,138.92,159.62
299.61,819.4,265.07,28.09
223.86,515.01,42.64,328.48
189.42,667.23,109.78,183.48
258.34,457.82,306.18,556.27
20.7,678.42,206.7,312.64
171.91,639.31,82.99,214.99
228.57,521.85,38.15,320.14
679.06,26.01,580.92,863.93
333.85,842.99,292.12,6.33
31.83,688.55,210.53,304.89
39.34,677.81,187.46,288.41
338.3,853.09,301.49,13.57
226.6,517.51,40.92,325.17
256.34,459.78,305.2,554.69
190.19,670.33,112.87,180.55
679.24,27.69,581.72,864.89
676.54,26.93,579.54,862.87
225.27,514.43,43.36,328.8
678.49,25.68,580.41,863.45
235.7,499.63,58.43,342.84
223.38,520.57,37.52,322.51
256.92,459.34,305.6,555.2
20.28,671.55,196.33,307.92
677.11,26.69,579.86,863.12
677.11,26.69,579.86,863.12
258.82,456.77,305.9,556.37
35.48,686.33,201.82,296.03
191.17,696.45,139.1,159.67
229.67,510.58,47.6,332.08
168.01,642.25,86.56,214.03
191.54,696.79,139.43,159.25
192.34,669.57,112.13,180.37
678.81,28.25,581.65,864.91
332.77,838.13,287.87,8.56
151.29,705.89,155.7,180.99
696.29,94.85,617.26,903.77
30.42,682.84,201.88,300.74
225.84,521.72,37.23,320.77
170.36,639.52,83.45,215.45
229.08,511.1,47.02,331.63
38.33,694.38,212.75,300.26
140.38,717.73,172.4,187.63
364.29,423.33,408.86,665.49
332.97,842.47,291.49,5.45
367.85,420.5,411.21,668.53
191.21,669.68,112.23,180.7
24.76,682.36,208.61,310.23
229.34,510.87,47.28,331.83
191.78,670.09,112.64,180.13
228.21,520.16,39.28,322.01
172.1,639.11,82.76,215.09
401.09,942.98,389.4,103.57
29.53,686.78,210.45,307.06
326.12,830.81,280.26,10.7
328.6,837.86,286.66,3.48
677.11,26.69,579.86,863.12
628.42,80.54,506.48,782.32
32.84,686.93,205.84,300.68
224.14,517.86,40.07,325.29
20.97,678.44,206.29,312.09
222.92,518.22,39.54,325.17
38.43,691.64,207.21,296.25
402.8,944.04,390.62,104.54
330.39,839.04,288.05,4.38
205.94,520.8,39.33,327.05
227.48,519.87,39.25,322.45
331.62,841.12,290.05,4.34
224.11,518.19,39.77,324.94
188.74,694.13,136.86,162.57
310.59,833.55,279.35,18.7
79.88,720.53,210.91,257.69
233.99,501.8,56.2,340.81
39.54,694.01,210.16,297.14
224.01,486.28,73.56,361.49
168.54,640.16,84.4,215.66
256.24,460.2,305.44,554.77
693.76,91.4,614.1,900.55
29.58,685.07,206.73,304.3
228.36,510.07,47.81,332.91
191.78,669.16,111.71,180.93
258.82,456.77,305.9,556.37
223.93,516.37,41.39,326.98
12.0,666.37,197.7,315.88
41.36,695.2,209.98,295.26
199.8,509.86,56.83,342.58
215.36,502.6,57.13,345.04
334.64,844.2,293.3,7.0
676.32,24.37,578.42,861.53
198.83,702.3,144.84,151.66
31.23,683.1,201.4,299.77
23.79,679.96,205.11,308.66
168.82,640.65,84.83,215.1
335.33,845.1,294.2,7.69
364.19,422.96,408.55,665.28
330.66,837.97,287.23,5.93
200.46,518.64,45.05,331.62
37.37,681.08,192.87,291.12
39.67,677.8,187.19,288.06
687.0,89.32,607.8,894.35
191.21,669.68,112.23,180.7
627.59,74.71,507.54,784.2
201.74,532.32,27.82,315.31
229.28,520.33,39.57,321.64
29.92,681.12,199.83,300.27
226.34,514.77,43.24,328.2
223.28,519.74,38.23,323.43
341.66,846.69,297.05,14.46
329.92,838.93,287.85,3.86
308.8,792.68,244.68,49.16
46.17,694.61,203.4,286.76
300.37,780.14,232.15,60.89
471.27,249.99,326.44,597.51
4.71,664.08,205.2,327.6
181.0,668.88,355.24,503.39
232.51,485.76,296.53,537.06
254.62,462.23,305.05,553.69
345.53,848.93,299.85,18.36
333.12,839.32,288.93,7.8
402.8,944.04,390.62,104.54
229.55,513.87,44.76,328.53
332.48,840.31,289.59,6.05
30.63,687.69,210.6,306.11
213.69,711.48,154.4,138.03
168.13,640.71,85.02,215.35
5.82,662.13,198.54,321.83
76.06,695.34,180.47,251.71
676.73,25.99,579.33,862.56
6.68,661.22,197.03,321.05
33.76,690.17,210.91,303.3
326.85,833.59,282.72,7.56
226.88,513.98,44.04,328.94
208.75,671.78,115.58,173.02
386.03,923.9,370.5,84.5
324.08,828.81,278.11,11.97
48.84,695.46,202.0,283.54
256.74,459.68,305.65,555.14
333.8,842.61,291.8,6.4
647.39,24.7,551.86,835.91
224.42,519.13,39.0,323.85
24.4,681.94,208.27,310.31
42.03,696.19,210.97,295.3
168.49,638.85,83.12,216.86
41.54,691.65,203.63,291.26
190.61,668.23,110.77,182.17
259.22,457.32,306.93,557.13
290.91,815.1,259.88,36.73
39.5,694.94,212.12,298.62
228.36,515.16,43.36,327.37
6.38,661.1,197.16,321.35
225.81,515.05,42.89,328.01
25.06,681.92,207.13,308.83
42.97,691.52,201.94,289.08
669.87,24.51,573.53,857.11
552.47,1092.71,543.48,255.55
44.73,668.16,174.0,284.26
23.63,681.41,208.42,311.16
31.86,688.49,210.34,304.71
26.67,681.73,204.49,305.62
233.62,508.27,50.54,333.83
38.75,690.68,205.16,294.72
193.19,670.65,113.22,179.12
197.65,702.27,144.81,152.27
225.8,515.51,42.48,327.51
230.74,512.47,46.26,329.82
224.93,515.39,42.43,327.83
255.3,459.97,303.96,553.47
45.21,700.58,215.33,295.47
222.74,520.74,37.24,322.46
232.14,504.92,53.08,337.77
191.21,669.68,112.23,180.7
332.56,840.79,290.0,5.79
232.57,507.23,51.15,335.16
47.6,694.95,202.45,284.93
171.8,638.76,82.46,215.54
172.69,640.21,83.76,213.86
168.79,640.36,84.56,215.37
353.15,390.63,377.02,642.17
283.63,782.07,229.54,58.39
73.06,699.18,187.12,255.49
223.95,516.16,41.58,327.2
677.11,26.69,579.86,863.12
228.36,510.07,47.81,332.91
223.26,519.04,38.85,324.2
331.23,840.62,289.56,4.13
334.23,842.98,292.2,6.78
193.88,699.56,142.15,156.09
32.29,689.15,211.1,304.89
232.97,489.51,300.38,539.22
229.22,514.1,44.48,328.35
33.6,688.9,208.51,301.71
331.69,840.86,289.86,4.58
28.19,682.06,203.19,303.48
227.6,520.03,39.17,322.25
326.64,830.18,279.86,11.96
23.42,681.43,208.88,311.74
227.82,500.21,57.26,344.0
696.59,95.38,617.68,904.2
201.82,531.62,28.58,316.07
257.23,459.5,306.16,555.67
21.13,677.86,204.86,310.96
369.04,422.43,413.52,670.35
171.89,639.08,82.76,215.21
94.28,751.61,281.54,327.4
325.94,829.63,279.24,12.14
196.81,701.91,144.47,152.94
198.36,671.6,114.38,176.43
43.44,696.57,209.8,293.12
471.34,249.87,326.54,597.62
29.89,686.79,209.83,306.23
401.27,942.84,389.32,103.39
145.76,708.69,160.47,184.63
402.8,944.04,390.62,104.54
323.33,827.83,277.13,12.81
393.83,400.67,428.98,690.84
225.65,520.7,38.0,321.91
678.01,25.81,580.14,863.24
197.87,671.32,114.08,176.84
43.2,696.37,209.74,293.32
551.82,1092.65,543.26,255.34
225.66,522.16,36.82,320.33
227.27,513.01,44.98,329.93
198.45,670.88,113.67,177.02
254.08,464.95,306.69,554.28
173.26,638.45,81.94,215.21
29.39,684.22,205.42,303.65
143.93,705.64,157.75,187.07
192.95,669.78,112.36,179.95
677.98,25.27,579.9,862.95
329.37,836.15,285.42,6.61
232.08,503.47,54.38,339.36
332.58,843.12,291.93,4.93
95.24,752.42,282.67,328.14
35.7,691.35,210.39,301.02
35.42,686.59,202.27,296.3
227.73,519.32,39.77,322.99
22.26,679.7,206.9,311.31
224.98,515.16,42.65,328.07
168.63,642.19,86.39,213.81
318.03,835.44,282.36,10.16
27.13,683.42,207.03,306.81
677.11,26.69,579.86,863.12
259.24,456.52,306.25,556.77
180.4,687.0,130.18,172.0
169.75,639.07,83.11,216.12
625.86,73.78,506.38,783.33
345.53,848.93,299.85,18.36
323.78,828.24,277.57,12.54
340.18,853.84,302.54,14.67
167.99,642.56,86.87,213.77
170.2,638.79,82.75,216.18
259.2,457.69,307.23,557.28
340.69,853.78,302.6,14.83
9.12,664.69,198.4,318.69
278.47,485.34,88.75,354.45
331.45,836.82,286.48,8.31
6.9,661.36,196.96,320.83
263.62,756.57,203.19,84.79
41.9,691.53,203.05,290.62
43.27,692.44,203.03,289.32
402.8,944.04,390.62,104.54
228.89,514.15,44.36,328.36
170.36,639.52,83.45,215.45
335.33,845.04,294.16,7.69
47.52,694.87,202.42,284.99
666.11,21.85,569.54,853.11
638.33,21.4,537.43,820.31
233.07,502.67,55.26,340.05
303.87,784.13,236.38,57.37
234.04,506.94,51.76,335.2
41.78,697.21,213.43,297.38
190.87,667.55,110.09,182.65
324.22,830.64,279.66,9.71
27.25,684.66,209.54,308.56
25.09,681.7,206.61,308.44
90.76,704.74,182.04,237.24
31.86,688.49,210.34,304.71
677.49,25.52,579.68,862.79
185.54,678.15,120.84,176.13
204.42,515.25,46.84,334.09
223.51,519.7,38.31,323.42
258.33,458.82,307.04,556.72
328.96,833.18,282.89,10.09
338.96,856.03,304.08,16.38
223.52,518.78,39.13,324.42
172.04,639.2,82.86,215.04
325.81,829.45,279.06,12.27
35.42,686.58,202.27,296.31
144.03,706.09,158.2,186.85
37.34,680.31,191.97,290.95
224.19,516.33,41.46,326.96
168.89,640.06,84.23,215.6
259.63,456.13,306.43,557.07
228.1,511.56,46.43,331.34
698.15,94.63,618.71,905.16
676.6,24.84,578.8,861.93
211.0,671.46,115.61,172.7
226.61,513.84,44.12,329.16
223.25,517.08,40.64,326.34
31.98,688.79,210.81,304.96
677.11,26.69,579.86,863.12
332.81,839.03,288.62,7.67
227.04,518.95,39.85,323.52
91.57,594.84,226.23,412.0
324.84,828.56,278.09,12.77
672.6,24.8,575.82,859.25
258.85,458.49,307.44,557.22
190.42,675.96,118.51,175.77
169.2,640.2,84.32,215.34
232.37,503.79,54.14,338.96
258.82,456.77,305.9,556.37
232.66,507.11,51.27,335.27
677.11,26.69,579.86,863.12
208.47,709.62,152.31,141.76
351.44,880.07,326.85,41.11
118.65,723.56,188.87,210.09
334.3,840.59,290.26,8.29
100.52,756.9,288.7,331.96
258.73,456.7,305.71,556.21
231.37,511.6,47.16,330.65
30.58,687.18,209.56,305.36
259.76,457.28,307.62,557.79
95.33,748.9,287.91,341.08
22.41,679.95,207.21,311.4
680.24,22.84,579.97,862.4
228.36,510.07,47.81,332.91
677.11,26.69,579.86,863.12
210.38,505.62,55.62,343.29
328.17,837.62,286.36,3.31
324.83,830.21,279.45,10.61
222.83,520.05,37.87,323.19
28.22,684.15,206.89,305.69
253.1,462.89,303.58,552.1
677.11,26.69,579.86,863.12
326.28,831.14,280.56,10.39
31.11,687.61,209.63,304.9
115.99,720.92,187.05,212.5
33.38,689.97,211.09,303.81
191.48,696.65,139.29,159.38
349.48,862.16,311.54,24.07
4.2,660.87,198.72,323.47
364.81,422.69,409.08,665.87
166.25,642.51,87.16,214.59
258.94,457.48,306.69,556.86
172.75,638.83,82.39,215.08
204.09,502.12,273.91,509.23
36.78,681.26,193.6,291.84
191.84,673.12,115.67,177.55
225.81,515.05,42.89,328.01
21.58,677.24,203.12,309.5
227.21,518.91,39.93,323.53
193.02,698.09,140.69,157.57
226.25,521.47,37.57,320.96
95.6,753.25,281.97,325.9
80.33,720.61,210.63,257.07
198.04,673.1,115.84,175.24
329.84,835.38,284.91,8.15
192.0,668.38,110.94,181.51
676.51,25.75,579.08,862.3
256.82,458.5,304.72,554.67
194.25,699.56,142.14,155.91
38.83,694.28,211.74,298.98
189.69,668.12,110.66,182.62
667.83,19.41,570.25,853.55
42.44,694.07,206.59,292.05
39.85,695.1,211.92,298.12
331.78,833.72,284.04,12.55
226.94,512.32,45.54,330.74
357.91,427.11,403.96,659.67
254.62,462.23,305.05,553.69
231.05,510.97,47.6,331.39
334.17,842.87,292.1,6.75
322.58,828.36,277.39,11.8
329.69,833.18,283.08,10.86
227.38,509.1,48.56,334.19
331.67,839.25,288.53,5.89
31.44,687.89,209.7,304.63
190.07,666.71,109.25,183.68
25.39,681.43,205.65,307.52
670.26,17.04,571.37,854.3
553.22,1093.79,544.5,256.57
224.88,519.04,39.19,323.86
226.84,512.07,45.75,331.04
365.67,422.81,410.09,666.84
255.87,460.91,305.56,554.63
203.96,670.75,114.0,175.34
34.96,685.84,201.61,296.41
228.36,510.06,47.82,332.92
324.93,835.96,284.24,3.7
230.66,511.05,47.43,331.37
24.78,682.41,208.68,310.26
28.03,682.29,203.76,303.93
678.44,27.01,580.91,864.08
196.85,699.18,141.72,154.88
225.71,513.77,44.03,329.43
42.96,690.87,200.98,288.64
43.27,692.44,203.03,289.32
12.15,666.43,197.65,315.74
326.72,835.24,284.05,5.25
677.11,26.69,579.86,863.12
222.49,518.79,38.95,324.64
223.17,520.76,37.31,322.35
217.31,517.96,39.56,326.83
253.74,473.32,313.24,557.47
264.51,757.03,203.77,84.18
168.12,641.01,85.32,215.08
227.61,519.56,39.54,322.76
168.4,640.41,84.67,215.5
323.32,828.16,277.39,12.4
226.56,521.74,37.46,320.61
194.25,699.56,142.14,155.91
23.49,680.26,206.12,309.61
255.49,460.66,304.84,554.04
149.08,706.77,157.32,182.47
226.46,514.31,43.67,328.67
678.25,27.26,580.88,864.09
24.69,681.85,207.58,309.52
192.57,698.49,141.11,157.52
191.03,639.01,81.66,208.34
206.92,518.82,41.24,329.0
191.28,696.54,139.19,159.55
205.5,518.68,42.08,329.67
678.14,27.17,580.77,863.99
200.96,532.64,27.86,315.21
42.86,697.98,213.41,296.3
34.96,685.84,201.61,296.41
26.93,683.07,206.63,306.73
171.52,641.89,85.61,212.83
677.32,25.1,579.39,862.48
32.17,687.75,208.29,302.91
332.03,839.03,288.43,6.6
27.37,683.31,206.47,306.22
328.59,837.9,286.69,3.42
678.49,27.93,581.3,864.56
38.31,680.54,191.42,289.92
203.68,522.91,37.93,325.4
27.67,682.94,205.35,305.21
116.64,721.69,187.64,211.93
224.17,518.98,39.08,324.07
633.3,71.51,513.37,789.94
168.49,638.85,83.12,216.86
231.41,510.01,48.5,332.36
204.14,457.14,195.1,460.37
34.53,687.53,204.81,298.49
328.46,837.73,286.51,3.49
631.88,75.6,510.93,787.11
147.46,706.05,157.04,184.03
258.82,456.77,305.9,556.37
226.32,521.69,37.41,320.71
677.33,26.78,580.05,863.3
226.7,513.45,44.48,329.56
191.23,631.95,74.62,214.96
229.51,507.03,50.76,336.0
201.01,533.24,27.12,314.5
231.0,509.98,48.42,332.47
667.04,20.62,569.96,853.4
59.92,690.83,186.62,268.28
327.88,831.83,281.52,10.83
10.06,664.55,197.4,317.65
322.59,828.56,277.55,11.57
214.63,511.17,47.39,335.29
39.34,693.19,208.87,296.46
232.33,503.34,54.54,339.46
229.34,510.87,47.28,331.83
26.67,681.73,204.49,305.62
228.36,510.07,47.81,332.91
331.99,839.23,288.59,6.35
223.23,519.41,38.52,323.8
12.49,667.24,198.3,315.58
27.93,683.34,205.75,305.23
237.72,532.79,38.44,307.5
225.73,515.97,42.05,327.02
173.16,641.82,85.29,212.22
225.49,518.38,39.9,324.45
168.65,640.3,84.52,215.48
224.67,519.57,38.68,323.32
337.08,851.75,300.1,12.18
677.11,26.69,579.86,863.12
331.55,835.63,285.53,9.89
166.7,639.29,83.91,217.25
15.52,667.4,195.74,312.25
230.62,510.98,47.48,331.46
30.44,686.8,208.96,305.05
26.67,681.73,204.49,305.62
163.39,642.95,88.22,215.5
330.61,839.78,288.71,3.94
223.54,518.79,39.13,324.41
169.8,638.87,82.9,216.28
677.53,25.34,579.63,862.72
258.82,456.77,305.9,556.37
26.87,683.79,208.23,307.92
326.42,831.08,280.54,10.58
225.1,517.28,40.77,325.72
202.04,532.91,26.98,314.55
340.16,854.84,303.36,15.43
366.16,422.39,410.4,667.25
259.42,456.95,306.87,557.21
265.0,872.31,319.45,141.42
42.39,692.19,203.57,290.43
340.18,853.84,302.54,14.67
331.05,834.82,284.74,10.3
329.76,834.63,284.27,9.04
191.21,669.68,112.23,180.7
19.98,665.23,189.96,307.81
28.36,684.94,208.28,306.54
146.57,776.54,346.2,399.48
23.58,680.8,207.12,310.23
30.21,686.92,209.58,305.73
229.91,513.87,44.87,328.47
9.43,664.67,198.09,318.35
12.48,665.63,196.45,315.23
27.49,684.58,208.92,307.84
26.93,681.98,204.59,305.44
142.95,705.47,157.89,187.94
629.56,77.04,508.51,784.7
190.76,670.36,112.9,180.31
194.89,699.49,142.06,155.63
329.12,832.95,282.74,10.56
44.34,691.26,200.18,286.99
225.29,518.43,39.81,324.43
228.36,510.06,47.82,332.92
190.08,694.78,137.46,161.42
327.32,833.0,282.35,8.75
171.87,638.72,82.41,215.54
259.68,457.2,307.43,557.64
675.65,25.48,578.36,861.64
678.7,26.45,580.86,863.96
36.87,690.41,206.95,297.56
325.51,829.9,279.35,11.47
242.45,516.0,49.28,324.43
47.52,694.87,202.42,284.99
42.96,690.87,200.98,288.64
678.23,25.47,580.16,863.19
191.14,669.55,112.09,180.84
224.42,519.13,39.0,323.85
43.27,692.44,203.03,289.32
230.32,511.16,47.25,331.32
167.23,641.57,86.04,214.98
205.5,518.68,42.08,329.67
331.66,837.34,286.95,7.97
23.77,679.85,204.93,308.57
30.38,686.76,208.97,305.11
224.72,514.99,42.77,328.31
255.53,742.37,189.0,98.93
12.79,664.29,194.84,314.86
171.85,639.65,83.34,214.71
30.34,686.43,208.35,304.7
4.73,663.51,205.7,328.83
225.52,514.08,43.72,329.13
191.21,669.68,112.23,180.7
197.41,671.14,113.88,177.15
189.27,666.96,109.5,183.77
30.4,684.77,205.11,302.52
331.34,840.68,289.63,4.22
225.57,516.82,41.27,326.12
329.68,833.66,283.46,10.23
208.76,523.23,35.43,323.36
228.66,513.96,44.46,328.61
171.69,641.71,85.4,212.92
192.55,699.36,141.99,156.92
254.62,462.23,305.05,553.69
225.47,522.29,36.65,320.23
667.46,20.24,570.2,853.59
168.06,640.79,85.11,215.31
149.97,707.24,157.57,181.58
677.98,25.27,579.9,862.95
224.16,515.36,42.35,328.03
170.36,639.52,83.45,215.45
226.25,514.71,43.28,328.28
225.81,515.05,42.89,328.01
175.12,636.93,80.18,215.86
248.72,472.8,306.39,551.2
222.86,519.04,38.79,324.29
333.21,839.34,288.97,7.91
631.87,75.55,510.94,787.12
225.34,522.0,36.84,320.56
109.6,609.43,259.9,436.12
336.17,845.03,294.34,8.56
172.08,639.25,82.9,214.97
341.69,854.56,303.47,15.76
192.16,668.79,111.36,181.1
329.96,832.87,282.89,11.56
233.18,498.98,58.67,344.09
344.36,858.76,307.55,19.68
55.37,642.45,149.44,289.29
194.97,698.83,141.4,156.05
263.62,756.57,203.19,84.79
172.46,633.75,77.41,219.84
241.37,707.06,154.56,133.65
204.72,501.67,274.32,509.8
343.32,854.32,303.66,16.54
217.02,679.67,124.39,163.7
88.9,668.74,145.36,246.06
259.68,456.89,307.17,557.5
330.33,832.77,282.9,12.1
173.03,639.34,82.85,214.51
36.33,690.94,208.66,299.2
331.78,841.94,290.77,4.21
191.39,668.98,111.53,181.23
329.28,833.23,283.01,10.36
232.86,509.05,49.69,333.13
677.89,25.48,579.93,863.0
25.42,680.54,204.0,306.49
677.11,26.69,579.86,863.12
471.27,249.99,326.44,597.51
225.81,515.05,42.89,328.01
44.1,692.6,202.41,288.23
197.02,700.08,142.62,154.14
229.51,506.42,51.31,336.67
364.81,422.69,409.08,665.87
10.86,666.79,199.32,317.36
219.96,513.27,44.23,331.36
187.43,558.15,14.65,291.36
32.95,684.57,201.82,298.38
631.29,77.25,509.93,785.94
229.4,512.45,45.93,330.1
334.36,843.39,292.57,6.83
677.11,26.69,579.86,863.12
151.29,705.89,155.7,180.99
363.74,423.0,408.09,664.81
363.99,422.45,408.07,664.92
332.07,840.48,289.63,5.35
232.65,499.74,57.9,343.36
79.66,719.22,209.11,256.91
331.58,842.73,291.38,3.97
188.38,667.0,109.55,184.08
235.94,499.42,58.66,343.03
677.11,26.69,579.86,863.12
638.3,21.43,537.37,820.24
677.42,24.75,579.32,862.36
230.66,511.8,46.8,330.56
230.44,510.27,48.05,332.27
30.2,686.76,209.25,305.49
365.76,422.77,410.16,666.92
104.11,761.73,289.31,326.43
219.07,520.08,37.4,324.02
229.06,513.46,44.98,329.07
258.82,456.77,305.9,556.37
12.94,667.9,198.7,315.28
224.25,516.22,41.57,327.07
241.4,495.13,63.55,346.69
178.85,644.31,87.17,207.69
37.77,680.12,191.38,290.43
37.33,688.19,202.71,294.74
229.79,514.21,44.55,328.12
259.2,457.69,307.23,557.28
28.66,684.94,207.83,305.93
678.93,19.91,577.36,859.45
669.06,21.57,571.94,855.34
221.65,520.54,37.22,322.91
145.94,708.82,160.56,184.44
219.1,520.57,36.93,323.48
221.88,518.98,38.7,324.57
353.15,390.63,377.02,642.17
224.32,514.67,43.01,328.75
679.03,26.2,580.98,864.01
699.84,162.67,641.04,928.96
37.36,681.53,193.44,291.26
146.16,705.97,157.37,185.12
225.1,519.75,38.63,323.04
144.22,710.51,162.98,185.46
677.11,26.69,579.86,863.12
677.11,26.69,579.86,863.12
624.99,72.5,506.06,783.26
306.59,804.2,253.52,35.56
27.77,684.89,209.15,307.75
231.34,496.63,60.83,347.14
325.86,829.45,279.07,12.32
1.88,659.9,199.79,325.83
41.32,696.33,212.26,296.93
259.07,457.55,306.92,557.05
331.83,841.77,290.64,4.31
33.96,690.1,210.43,302.74
190.55,695.4,138.07,160.74
31.86,688.49,210.34,304.71
400.85,942.32,388.8,102.87
11.63,649.11,190.87,327.41
305.55,812.15,259.96,27.98
37.59,681.67,193.42,291.03
28.24,682.99,204.7,304.29
200.22,526.97,34.99,321.94
38.7,694.46,212.34,299.57
340.33,853.85,302.58,14.73
225.32,517.87,40.3,325.04
221.19,520.91,36.82,322.62
94.53,751.83,281.83,327.57
35.46,689.03,206.26,298.47
234.37,506.63,52.11,335.48
471.86,248.7,327.41,598.65
45.69,700.7,214.86,294.61
331.43,840.82,289.76,4.26
332.23,838.62,288.15,7.3
220.4,504.93,53.04,340.69
223.56,517.58,40.22,325.72
225.3,515.18,42.69,327.98
27.52,682.84,205.38,305.36
220.94,505.28,52.57,340.12
678.26,26.09,580.43,863.53
169.43,639.23,83.32,216.11
330.17,836.95,286.28,6.53
675.91,24.7,578.26,861.44
677.38,27.2,580.24,863.53
28.21,685.66,210.17,308.12
227.06,512.24,45.63,330.81
331.34,841.17,290.03,3.95
143.6,710.57,163.26,185.98
22.53,679.0,205.05,309.79
11.63,649.11,190.87,327.41
64.19,686.67,178.76,263.45
233.82,501.42,56.5,341.25
225.89,521.1,37.74,321.42
625.86,73.86,506.35,783.29
253.23,463.14,303.99,552.39
229.34,510.87,47.28,331.83
229.51,519.99,39.91,321.96
216.23,679.74,124.32,163.84
232.02,507.54,50.75,334.92
36.82,692.87,211.87,301.06
330.9,840.08,289.03,4.08
193.08,698.71,141.32,157.1
169.7,642.13,86.14,213.4
227.0,521.61,37.72,320.67
322.96,831.89,280.4,7.81
168.86,640.43,84.61,215.27
151.29,705.89,155.7,180.99
347.73,860.23,309.54,22.07
171.24,641.39,85.15,213.4
226.01,442.52,142.8,426.18
331.3,840.91,289.8,4.03
147.17,606.01,293.81,474.37
206.36,709.53,152.14,142.83
677.11,26.69,579.86,863.12
12.0,666.37,197.7,315.88
265.05,872.84,320.08,142.32
232.64,509.66,49.12,332.51
330.96,840.2,289.14,4.07
333.78,841.36,290.77,7.02
402.8,944.04,390.62,104.54
228.36,510.07,47.81,332.91
27.47,684.72,209.29,308.15
231.12,510.31,48.17,332.09
332.14,839.84,289.12,5.99
173.69,639.19,82.61,214.37
360.06,431.68,408.76,663.27
37.83,680.9,192.27,290.55
229.69,510.25,47.9,332.44
201.74,532.32,27.82,315.31
207.02,709.94,152.57,142.21
191.21,669.68,112.23,180.7
10.61,649.35,192.95,329.5
402.8,944.04,390.62,104.54
13.18,666.4,196.68,314.6
339.6,854.43,302.89,14.96
329.04,834.64,284.1,8.24
224.46,516.39,41.45,326.83
253.8,463.43,305.0,553.23
13.42,666.47,196.55,314.35
29.75,686.79,210.08,306.56
28.73,684.66,207.15,305.39
331.21,836.3,286.0,8.64
195.5,673.32,115.95,175.98
229.76,513.66,44.99,328.72
325.08,828.47,278.08,13.05
36.15,691.0,209.02,299.61
27.34,677.31,197.08,301.62
31.0,683.19,201.8,300.17
229.6,514.05,44.63,328.33
168.68,639.68,83.91,216.03
328.38,833.1,282.68,9.62
31.23,688.2,210.76,305.66
628.45,79.66,506.77,782.71
678.56,26.74,580.89,864.02
677.11,26.69,579.86,863.12
346.04,858.33,307.59,20.13
95.24,752.42,282.67,328.14
37.83,688.28,202.32,294.08
